File#,Incident_Date,UCR,Inc_Address
15-009982,5/12/2015 23:52,SIMPLE ASSAULT,268 ARLINGTON AVE
15-009983,5/13/2015 0:21,"ASSAULT/AGG/HANDS, FISTS & FEET",116 ARLINGTON AVE
15-010003,5/13/2015 0:30,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",135 MANHATTAN AVE BSMT
15-009984,5/13/2015 0:38,LARCENY OVER 200 FROM AUTOS,1561 KENNEDY BLVD
15-009985,5/13/2015 0:40,ASSAULT WITH OTHER WEAPON,266 OLD BERGEN ROAD Floor: 2
15-009986,5/13/2015 1:00,LARCENY 50 TO 200 OTHER,BOSTWICK AVE & BERGEN AVE
15-009989,5/13/2015 5:58,SIMPLE ASSAULT,191 BERGEN AVE
15-010006,5/13/2015 10:07,SIMPLE ASSAULT,71 SIP AVE
15-010011,5/13/2015 11:25,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",105 GRANT AVE
15-010016,5/13/2015 11:42,LARCENY 50 TO 200 SHOPLIFTING,40 MALL DR E
15-010012,5/13/2015 11:48,LARCENY OVER 200 FROM AUTOS,19 OAK ST
15-010014,5/13/2015 12:01,SIMPLE ASSAULT,70 SIP AVE
15-010021,5/13/2015 12:08,LARCENY 50 TO 200 FROM AUTOS,557 Ocean Avenue
15-010019,5/13/2015 13:15,SIMPLE ASSAULT,45 CLIFTON PL
15-010049,5/13/2015 14:00,"BURGLARY, RESID. FORCIBLE ENT, DAY",554 A Palisade Ave Floor: BSMT
15-010094,5/13/2015 14:20,LARCENY OVER 200 FROM BUILDING,239 BERGEN AVE
15-010039,5/13/2015 14:26,LARCENY 50 TO 200 BIKES,286 FIRST ST (1ST ST)
15-010075,5/13/2015 15:00,SIMPLE ASSAULT,114 ARLINGTON AVE 1r Floor: 1
15-010043,5/13/2015 15:15,SIMPLE ASSAULT,CLAREMONT AVE & BERGEN AVE
15-010030,5/13/2015 15:42,ASSAULT W/KNIFE OR CUTTING INST,506 OCEAN AVE 1
15-010041,5/13/2015 16:20,ROBBERY/OTHER WEAP/CONV STORE,197 SUMMIT AVE
15-010034,5/13/2015 16:23,"ARSON, OTHER RESD. INHABITED",283 OCEAN AVE
15-010052,5/13/2015 17:30,LARCENY OVER 200 PURSE SNATCHING,396 MARIN BLVD
15-010113,5/13/2015 17:45,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,37 VIRGINIA AVE
15-010059,5/13/2015 19:00,LARCENY UNDER 50 FROM AUTOS,50 COL (CHRISTOPHER COLUMBUS DR)
15-010064,5/13/2015 21:33,"ROBBERY, STRONG ARM, STREET",FORREST ST & MARTIN LUTHER KING DR
15-010010,5/13/2015 23:00,LARCENY OVER 200 OTHER,211 EGE AVE
15-009976,5/13/2015 23:17,VANDALISM M.V.,245 PINE ST
15-010071,5/14/2015 1:00,VANDALISM RESIDENCE,3564 KENNEDY BLVD Floor: 2
15-010073,5/14/2015 6:00,LARCENY OVER 200 FROM AUTOS,GRACE ST & KENNEDY BLVD
15-010074,5/14/2015 6:43,LARCENY UNDER 50 FROM AUTOS,BARROW ST & YORK ST
15-010079,5/14/2015 7:29,VANDALISM M.V.,144 BOSTWICK AVE
15-010077,5/14/2015 8:11,SIMPLE ASSAULT,MARTIN LUTHER KING DR & ORIENT AVE
15-010089,5/14/2015 9:10,LARCENY 50 TO 200 FROM AUTOS,103 SUSSEX ST.
15-010096,5/14/2015 11:05,SIMPLE ASSAULT,1830 JFK (KENNEDY BLVD)
15-010097,5/14/2015 11:38,"ROBBERY, STRONG ARM, RESIDENCE",77 BERGEN AVE 2
15-010110,5/14/2015 12:00,ASSAULT W/KNIFE OR CUTTING INST,LEMBECK AVE & GARFIELD AVE
15-010108,5/14/2015 12:50,LARCENY OVER 200 OTHER,18 SAL LAF (SALEM LAFAYETTE CT)
15-010103,5/14/2015 12:55,SIMPLE ASSAULT,239 BERGEN AVE
15-010102,5/14/2015 13:15,LARCENY OVER 200 OTHER,272 CENTRAL AVE
15-010111,5/14/2015 13:20,ASSAULT WITH OTHER WEAPON,30 CRESCENT AVE
15-010116,5/14/2015 15:09,SIMPLE ASSAULT,886 BERGEN AVE
15-010119,5/14/2015 15:29,VANDALISM M.V.,153 UNION ST
15-010136,5/14/2015 19:11,SIMPLE ASSAULT,576 COMMUNIPAW AVE
15-010139,5/14/2015 19:25,SIMPLE ASSAULT,87 VAN WAGENEN AVE 2A
15-010147,5/14/2015 19:45,ROBBERY/STRONG ARM,400 MARIN BLVD
15-010143,5/14/2015 20:07,VANDALISM M.V.,61 DUNCAN AVE
15-010204,5/14/2015 20:30,LARCENY OVER 200 OTHER,280 COLUMBIA AVE Floor: 2
15-010153,5/14/2015 21:45,VANDALISM M.V.,156 SUMMIT AVE
15-010156,5/14/2015 22:30,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",569 PALISADE AVE Floor: 2
15-010167,5/15/2015 3:00,"ASSAULT/AGG/HANDS, FISTS & FEET",STEGMAN ST & OCEAN AVE
15-010192,5/15/2015 8:05,LARCENY 50 TO 200 OTHER,180 STEGMAN ST
15-010178,5/15/2015 8:48,LARCENY OVER 200 OTHER,32 PAMRAPO AVE RR1
15-010423,5/15/2015 9:00,LARCENY OVER 200 FROM AUTOS,377 JERSEY AVE
15-010181,5/15/2015 10:06,LARCENY OVER 200 PURSE SNATCHING,68 GARDNER AVE Floor: 2
15-010182,5/15/2015 10:37,ASSAULT WITH OTHER WEAPON,Summit Ave & Astor Pl
15-010186,5/15/2015 10:40,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",145 CHESTNUT AVE 2L
15-010183,5/15/2015 10:58,RECOVERED STOLEN MOTOR VEHICLE S/LOC-REC/LOC,675 ST HWY 440
15-010191,5/15/2015 11:52,SIMPLE ASSAULT,376 BERGEN AVE 203
15-010194,5/15/2015 12:18,"ROBBERY/STRONG ARM, GAS STATION",432 DANFORTH AVE
15-010198,5/15/2015 13:25,LARCENY 50 TO 200 SHOPLIFTING,396 Marin Blvd
15-010199,5/15/2015 13:49,SIMPLE ASSAULT,220 VIRGINIA AVE
15-010202,5/15/2015 15:08,LARCENY OVER 200 OTHER,477 BERGEN AVE
15-010203,5/15/2015 15:22,SIMPLE ASSAULT,2 HARRISON AVE
15-010243,5/15/2015 15:30,"BURGLARY, RESID. FORCIBLE ENT, DAY",269 JEWETT AVE 203
15-010210,5/15/2015 16:10,"ROBBERY, FIREARMS, STREET",88 Gifford Avenue
15-010217,5/15/2015 16:17,LARCENY 50 TO 200 FROM AUTOS,2403 KENNEDY BLVD
15-010208,5/15/2015 16:24,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,BAYSIDE PL & FULTON AVE
15-010227,5/15/2015 19:30,LARCENY 50 TO 200 FROM BUILDING,147 Plaza 2 Harborside
15-010238,5/15/2015 19:30,VANDALISM M.V.,30 Mall Dr. West
15-010250,5/15/2015 23:20,"ROBBERY, FIREARMS, STREET",28 DUNCAN AVE
15-010424,5/16/2015 1:05,VANDALISM RESIDENCE,551 Jersey Ave
15-010255,5/16/2015 2:25,ASSAULT WITH OTHER WEAPON,338 BRAMHALL AVE
15-010264,5/16/2015 3:00,VANDALISM M.V.,9 EASTERN PKWY
15-010256,5/16/2015 3:19,SIMPLE ASSAULT,81 PROSPECT ST BSMT
15-010267,5/16/2015 4:13,VANDALISM M.V.,324 MANHATTAN AVE
15-010258,5/16/2015 5:38,LARCENY OVER 200 FROM AUTOS,MONMOUTH ST & 3RD ST
15-010261,5/16/2015 6:00,LARCENY OVER 200 FROM AUTOS,421 VIRGINIA AVE
15-010263,5/16/2015 7:00,LARCENY OVER 200 BIKES,33 RIVER DR S (RIVER DRIVE S)
15-010281,5/16/2015 9:00,LARCENY OVER 200 FROM AUTOS,72 GRAHAM ST
15-010282,5/16/2015 9:45,"BURGLARY, RESID. FORCIBLE ENT, DAY",285 8th St
15-010295,5/16/2015 10:00,LARCENY 50 TO 200 FROM AUTOS,84 TUERS AVE
15-010682,5/16/2015 10:00,VANDALISM BUSINESS,240 NEWARK AVE
15-010286,5/16/2015 13:32,LARCENY 50 TO 200 FROM BUILDING,598 JERSEY AVE
15-010292,5/16/2015 15:00,"BURGLARY, RESID. FORCIBLE ENT, DAY",62 CONGRESS ST
15-010796,5/16/2015 15:30,LARCENY OVER 200 BIKES,Academy St & Bergen Ave
15-010305,5/16/2015 18:09,LARCENY OVER 200 SHOPLIFTING,345 CENTRAL AVE
15-010302,5/16/2015 18:19,SIMPLE ASSAULT,35 Astor Pl
15-010313,5/16/2015 20:00,LARCENY OVER 200 FROM BUILDING,231 16TH Street 511
15-010326,5/16/2015 23:35,VANDALISM M.V.,318 Danforth Ave. 2R
15-010349,5/17/2015 6:00,LARCENY OVER 200 FROM AUTOS,20 Miller St
15-010341,5/17/2015 7:03,VANDALISM RESIDENCE,192 MALLORY AVE
16-001064,5/17/2015 10:00,VANDALISM RESIDENCE,41 SOUTH ST
15-010362,5/17/2015 12:59,LARCENY UNDER 50 FROM BUILDING,54 MCADOO AVE
15-010364,5/17/2015 13:46,VANDALISM RESIDENCE,95 AUDUBON AVE
15-010420,5/17/2015 15:30,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,107 WESTSIDE AVE (WEST SIDE AVE)
15-010374,5/17/2015 16:18,SIMPLE ASSAULT,718 GARFIELD AVE 2
15-010403,5/17/2015 18:00,VANDALISM RESIDENCE,161 CLINTON AVE
15-010385,5/17/2015 18:29,"ROBBERY, STRONG ARM, STREET",98 BLEECKER ST
15-010390,5/17/2015 19:00,SIMPLE ASSAULT,Franklin and Webster Ave
15-010389,5/17/2015 19:20,LARCENY OVER 200 SHOPLIFTING,123 NEWARK AVE
15-010391,5/17/2015 19:54,VANDALISM M.V.,WILKINSON AND ARLINGTON AVES
15-010688,5/17/2015 20:30,SIMPLE ASSAULT,FAIRVIEW AVE & MONTICELLO AVE
15-010394,5/17/2015 20:52,"ROBBERY, STRONG ARM, STREET",SIP AVE & KENNEDY BLVD
15-010399,5/17/2015 20:55,VANDALISM RESIDENCE,27 LAIDLAW AVE Floor: 1
15-010396,5/17/2015 21:20,SIMPLE ASSAULT,246 VIRGINIA AVE
15-010408,5/17/2015 22:00,"BURGLARY, RESID. FORCIBLE ENT, NIGHT",334 STEGMAN PKWY Floor: 2
15-010401,5/17/2015 22:38,"ASSAULT/AGG/HANDS, FISTS & FEET",Dwight/MLK
15-010683,5/18/2015 3:30,SIMPLE ASSAULT,3479 John F. Kennedy Blvd 1R
15-010413,5/18/2015 7:00,VANDALISM SCHOOL,225 morris blvd
15-010417,5/18/2015 7:30,VANDALISM M.V.,118 STEGMAN ST
15-010462,5/18/2015 7:30,ASSAULT W/KNIFE OR CUTTING INST,281 Communipaw Ave. 3
15-010459,5/18/2015 10:00,LARCENY 50 TO 200 SHOPLIFTING,922 Bergen Ave. (RADIO SHACK)
15-010434,5/18/2015 10:40,LARCENY OVER 200 OTHER,13 MARCY PL
15-010458,5/18/2015 12:30,LARCENY 50 TO 200 FROM AUTOS,191 WAYNE ST
15-010454,5/18/2015 13:35,VANDALISM RESIDENCE,289 HARRISON AVE 3b
15-010457,5/18/2015 13:50,LARCENY OVER 200 FROM AUTOS,66 CHRISTOPHER COLUMBUS (CHRISTOPHER COLUMBUS DR)
15-010473,5/18/2015 16:56,VANDALISM RESIDENCE,2309 KENNEDY BLVD 2R
15-010541,5/18/2015 18:00,LARCENY 50 TO 200 OTHER,620 MONTGOMERY ST Floor: 3
15-010479,5/18/2015 18:10,LARCENY OVER 200 FROM AUTOS,846 BERGEN AVE
15-010527,5/18/2015 18:15,LARCENY 50 TO 200 FROM BUILDING,600 Montgomery st 1 Floor: 300
15-010497,5/18/2015 22:30,LARCENY OVER 200 BIKES,PALISADE AVE & FERRY ST
15-010505,5/19/2015 6:15,VANDALISM M.V.,CHESTNUT AVE & MAGNOLIA AVE
15-010508,5/19/2015 6:40,"BURGLARY/NON-RES. UNLAWF ENT, UNKNOWN",154 CHESTNUT AVE
15-010506,5/19/2015 6:58,LARCENY OVER 200 OTHER,213 NEW YORK AVE
15-010522,5/19/2015 7:00,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",603 BRAMHALL AVE
15-010512,5/19/2015 8:43,VANDALISM M.V.,845 NEWARK AVE 3D
15-012122,5/19/2015 9:00,LARCENY OVER 200 FROM BUILDING,761 Summit Ave.     Concordia Learning Center
15-010548,5/19/2015 15:00,"BURGLARY, RESIDENT, UNLAW ENT, DAY",243 LAIDLAW AVE
15-010546,5/19/2015 15:30,"BURGLARY, RESID. FORCIBLE ENT, DAY",563 CENTRAL AVE 4D Floor: 4
15-010549,5/19/2015 17:49,WEAPONS OFFENSE FIREARM,121 DWIGHT ST
15-010550,5/19/2015 17:51,LARCENY 50 TO 200 PURSE SNATCHING,403 440 (ST HWY 440)
15-010568,5/19/2015 19:00,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",565 BERGEN AVE 35
15-010647,5/19/2015 19:30,LARCENY OVER 200 OTHER,115 Webster Ave Floor: 2
15-010563,5/19/2015 19:57,ASSAULT WITH OTHER WEAPON,154 MLK DRIVE
15-010565,5/19/2015 20:09,LARCENY OVER 200 OTHER,392 SIP AVE
15-010574,5/19/2015 21:45,VANDALISM M.V.,268 VIRGINIA AVE 2r
15-010573,5/19/2015 23:17,"ROBBERY, FIREARMS, STREET",869 MONTGOMERY (MONTGOMERY ST)
15-010608,5/20/2015 0:00,ASSAULT W/KNIFE OR CUTTING INST,Palisade Ave. and Congress St.
15-010580,5/20/2015 1:43,ASSAULT W/KNIFE OR CUTTING INST,77 DALES AVE
15-010583,5/20/2015 3:40,SIMPLE ASSAULT,701 STATE HWY NO 440 HWY
15-010632,5/20/2015 5:30,LARCENY OVER 200 FROM AUTOS,250 third (3RD ST)
15-010587,5/20/2015 6:30,VANDALISM M.V.,90 NEPTUNE AVE
15-010594,5/20/2015 8:42,LARCENY 50 TO 200 FROM BUILDING,271 1/2 Grant Ave Floor: 1
15-010607,5/20/2015 9:33,"ARSON, PUBLIC PROP. INHABITED",220 VIRGINIA AVE
15-010610,5/20/2015 12:35,LARCENY OVER 200 POCKET PICKING,SUMIT (SUMMIT AVE) & MAGNOLIA AVE
15-010678,5/20/2015 17:00,LARCENY OVER 200 FROM BUILDING,479 WASHINGTON BLVD
15-011237,5/20/2015 17:00,ASSAULT W/KNIFE OR CUTTING INST,90 NEPTUNE AVE
15-010634,5/20/2015 18:22,"ARSON, ALL OTHER",572 MONMOUTH ST
15-010655,5/20/2015 20:00,VANDALISM M.V.,214 15TH ST
15-010648,5/20/2015 20:30,LARCENY OVER 200 FROM AUTOS,CLIFTON PL & FAIRMOUNT AVE
15-010684,5/20/2015 23:30,"BURGLARY, RESID. FORCIBLE ENT, NIGHT",739 GARFIELD AVE Floor: 3
15-010670,5/21/2015 6:00,LARCENY OVER 200 FROM AUTOS,70 RANDOLPH AVE 2
15-010675,5/21/2015 8:27,VANDALISM M.V.,42 ROMAINE AVE Floor: 1
15-010912,5/21/2015 11:12,LARCENY OVER 200 OTHER,53 CONGRESS ST
15-010693,5/21/2015 13:00,VANDALISM RESIDENCE,130 Grant Avenue Bsmt
15-010700,5/21/2015 14:00,LARCENY OVER 200 BIKES,HUTTON ST & LIBERTY AVE
15-010704,5/21/2015 14:40,"ROBBERY, STRONG ARM, STREET",HIGH ST & SUMMIT AVE
15-010711,5/21/2015 15:30,LARCENY OVER 200 OTHER,81 BLEECKER ST 1
15-010714,5/21/2015 15:30,"BURGLARY, RESID. FORCIBLE ENT, DAY",125 MANHATTAN AVE 1
15-010710,5/21/2015 15:52,WEAPONS OFFENSE FIREARM,CLENDENNY AVE & KENNEDY BLVD
15-010718,5/21/2015 16:15,"BURGLARY/NON-RES. UNLAWF ENT, DAY",591 MONTGOMERY ST
15-010729,5/21/2015 17:59,"BURGLARY/NON-RES. UNLAWF ENT, NIGHT",166 SEAVIEW AVE
15-010739,5/21/2015 19:50,SIMPLE ASSAULT,Arlington Park
15-010791,5/21/2015 21:00,LARCENY OVER 200 BIKES,3 PARNELL PL
15-010742,5/21/2015 21:07,"ROBBERY/OTHER WEAPON, MISC.",406 SIP AVE - AUTO AUCTION
15-010746,5/21/2015 23:21,"ROBBERY, FIREARMS, STREET",20 Gautier Avenue
15-010747,5/22/2015 2:03,"BURGLARY, NON-RES FORCIBL ENT, NIGHT",225 HUTTON ST
15-010754,5/22/2015 8:00,LARCENY OVER 200 BIKES,137 CLINTON AVE
15-010760,5/22/2015 9:19,VANDALISM M.V.,363 OGDEN AVE
15-010763,5/22/2015 9:41,VANDALISM M.V.,880 Pavonia Avenue
15-010787,5/22/2015 10:00,"BURGLARY/NON-RES. UNLAWF ENT, UNKNOWN",WAYNE ST & BARROW ST
15-010777,5/22/2015 11:56,"BURGLARY/NON-RES. UNLAWF ENT, UNKNOWN",266 WILLOW ST.
15-010776,5/22/2015 12:16,"BURGLARY/NON-RES. UNLAWF ENT, NIGHT",36 TELLICHERRY CT
15-010779,5/22/2015 12:41,VANDALISM M.V.,54 Sip Ave
15-010775,5/22/2015 12:42,LARCENY UNDER 50 FROM BUILDING,239 BERGEN AVE
15-010780,5/22/2015 12:47,LARCENY OVER 200 SHOPLIFTING,909 Bergen Avenue
15-010782,5/22/2015 13:00,VANDALISM M.V.,21 HOWARD PL Floor: 1
15-011533,5/22/2015 15:00,LARCENY 50 TO 200 OTHER,400 2ND ST
15-010809,5/22/2015 16:45,LARCENY OVER 200 SHOPLIFTING,30 MALL DR W
15-010996,5/22/2015 18:30,LARCENY OVER 200 FROM AUTOS,30 STEVENS AVE
15-010818,5/22/2015 20:24,SIMPLE ASSAULT,185 MONTICELLO AVE
15-010824,5/22/2015 22:30,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",117 Saint Pauls Ave Floor: 1
15-010835,5/23/2015 2:34,SIMPLE ASSAULT,662 OCEAN AVE
15-010837,5/23/2015 2:52,VANDALISM RESIDENCE,46 HOPKINS AVE
15-010843,5/23/2015 5:35,"ROBBERY, STRONG ARM, STREET",6 JORDAN AVE
15-011251,5/23/2015 9:00,LARCENY 50 TO 200 BIKES,272 LEXINGTON AVE
15-010847,5/23/2015 9:17,VANDALISM RESIDENCE,293 GRIFFITH ST 9
15-010856,5/23/2015 11:00,"BURGLARY, RESIDENT, UNLAW ENT, DAY",65 DANFORTH AVE D5
15-010859,5/23/2015 12:30,VANDALISM M.V.,66 OAK ST
15-010857,5/23/2015 12:32,SIMPLE ASSAULT,96 BERGEN AVE 3E
15-010990,5/23/2015 13:57,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,701 440 (ST HWY 440)
15-010861,5/23/2015 14:18,SIMPLE ASSAULT,53 BOSTWICK AVE
15-010870,5/23/2015 16:35,LARCENY OVER 200 PURSE SNATCHING,701 440 (ST HWY 440)
15-011057,5/23/2015 18:29,LARCENY OVER 200 SHOPLIFTING,727 Rte 440 (ST HWY 440)
15-010876,5/23/2015 18:36,VANDALISM M.V.,56 BOYD AVE
15-010909,5/23/2015 18:51,LARCENY 50 TO 200 POCKET PICKING,GROVE STREET/NEWARK AVE
15-011071,5/23/2015 19:30,LARCENY 50 TO 200 OTHER,133 WEGMAN PKWY
15-010879,5/23/2015 19:35,ASSAULT WITH OTHER WEAPON,47 Orient Ave.
15-010881,5/23/2015 20:18,SIMPLE ASSAULT,296 SUMMIT AVE
15-010885,5/23/2015 21:12,SIMPLE ASSAULT,162 C STERLING AVENUE
15-010895,5/24/2015 1:51,ASSAULT WITH A FIREARM,HALLADAY ST & COMMUNIPAW AVE
15-010897,5/24/2015 3:23,ROBBERY/STRONG ARM,507 BERGEN AVE
15-010900,5/24/2015 6:05,SIMPLE ASSAULT,Winfield Avenue & Old Bergen Road
15-010939,5/24/2015 9:00,VANDALISM RESIDENCE,147 NEW YORK AVE 2
15-010908,5/24/2015 9:45,"ASSAULT/AGG/HANDS, FISTS & FEET",318 CENTRAL AVE
15-010917,5/24/2015 11:30,VANDALISM PUBLIC BLDG/LAND,176 PALISADE AVE
15-010916,5/24/2015 11:45,SIMPLE ASSAULT,145 Seaview Avenue
15-010914,5/24/2015 12:00,VANDALISM OTHER,384 COMMUNIPAW AVE
15-010918,5/24/2015 13:15,LARCENY OVER 200 OTHER,5TH ST & MANILA AVE
15-010928,5/24/2015 15:17,VANDALISM M.V.,398 VAN NOSTRAND AVE
15-011093,5/24/2015 15:53,VANDALISM M.V.,92 DANFORTH AVE
15-010929,5/24/2015 16:00,LARCENY OVER 200 OTHER,171 WEBSTER AVE
15-010936,5/24/2015 16:04,LARCENY 50 TO 200 SHOPLIFTING,701 RT 440 (STATE HWY 440)
15-010941,5/24/2015 17:46,ASSAULT W/KNIFE OR CUTTING INST,61 HARVEY AVE
15-010940,5/24/2015 17:54,ASSAULT WITH OTHER WEAPON,FULTON AVE & OCEAN AVE
15-010949,5/24/2015 18:26,SIMPLE ASSAULT,165 FULTON AVE Floor: 1
15-010948,5/24/2015 19:52,ASSAULT WITH OTHER WEAPON,OCEAN AVE & DWIGHT ST
15-010955,5/24/2015 22:05,LARCENY UNDER 50 FROM AUTOS,625 SUMMIT AVE
15-010957,5/24/2015 22:16,VANDALISM RESIDENCE,70 WAYNE ST
15-010961,5/24/2015 23:10,ASSAULT W/KNIFE OR CUTTING INST,525 MONTGOMERY (MONTGOMERY ST)
15-010963,5/24/2015 23:21,LARCENY 50 TO 200 OTHER,30 RIVER CT 3007
15-010959,5/24/2015 23:31,"ARSON, M.V.",58 GILES AVE
15-010964,5/24/2015 23:37,"BURGLARY/NON-RES. UNLAWF ENT, NIGHT",59 WILKINSON AVE
15-010965,5/25/2015 0:38,"ARSON, M.V.",701 440 (ST HWY 440)
15-010969,5/25/2015 1:50,LARCENY UNDER 50 PURSE SNATCHING,1 MARIN BLVD
15-010972,5/25/2015 6:39,SIMPLE ASSAULT,186 SEAVIEW AVE
15-011197,5/25/2015 7:30,LARCENY UNDER 50 FROM AUTOS,1861 KENNEDY BLVD
15-010976,5/25/2015 9:30,SIMPLE ASSAULT,60 CONGRESS ST 3 Floor: 3
15-011015,5/25/2015 11:14,LARCENY 50 TO 200 FROM BUILDING,85 VAN REYPEN ST Floor: 1
15-010985,5/25/2015 12:27,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",91 JORDAN AVE
15-011026,5/25/2015 14:00,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",114 BROADWAY Floor: 2
15-010999,5/25/2015 18:47,LARCENY 50 TO 200 OTHER,117 LINCOLN (LINCOLN ST)
15-011002,5/25/2015 19:58,ASSAULT W/KNIFE OR CUTTING INST,134 OLD BERG (OLD BERGEN RD)
15-011006,5/25/2015 20:00,SIMPLE ASSAULT,Ocean & Grant Ave
15-011003,5/25/2015 20:17,VANDALISM M.V.,UNION ST & KENNEDY BLVD
15-011011,5/25/2015 20:20,"BURGLARY, RESIDENT, UNLAW ENT, NIGHT",99 ARLINGTON AVE Floor: 1
15-011007,5/25/2015 20:29,SIMPLE ASSAULT,198 Arlington Ave
15-011008,5/25/2015 20:48,"BURGLARY, RESID. ATT FORC ENT, NIGHT",201 CLAREMONT AVE 8
15-011024,5/25/2015 21:30,VANDALISM M.V.,63 SHERMAN PL
15-011017,5/25/2015 21:34,"ROBBERY, KNIFE, RESIDENTIAL",55 JORDAN AVE Floor: 1
15-011025,5/25/2015 22:00,ROBBERY/STRONG ARM,Ege Ave & MLK Dr
15-010970,5/25/2015 22:40,ASSAULT W/KNIFE OR CUTTING INST,MERCER ST & JORDAN AVE
15-011021,5/25/2015 22:43,SIMPLE ASSAULT,68 HANCOCK AVE Floor: 1
15-011023,5/25/2015 23:07,VANDALISM M.V.,80 VAN NOSTRAND AVE
15-011022,5/25/2015 23:11,SIMPLE ASSAULT,182 COLUMBIA AVE Floor: 2
15-011032,5/26/2015 1:31,"BURGLARY/NON-RES. UNLAWF ENT, UNKNOWN",368 Ogden Avenue
15-011119,5/26/2015 2:00,SIMPLE ASSAULT,175 Community Lane
15-011037,5/26/2015 4:52,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",225 Mallory Ave
15-011040,5/26/2015 5:43,VANDALISM M.V.,43 ARLINGTON AVE
15-011044,5/26/2015 7:00,"BURGLARY, NON-RES, ATT FORC ENT, NIGHT",701 Route 440
15-011054,5/26/2015 7:00,VANDALISM M.V.,CRESENT AVENUE & CLINTON AVENUE
15-011104,5/26/2015 7:00,SIMPLE ASSAULT,295 WHITON ST
15-011041,5/26/2015 7:12,VANDALISM M.V.,747-749 Communipaw ave
15-011085,5/26/2015 8:00,"ASSAULT/AGG/HANDS, FISTS & FEET",279 COMMUNIPAW AVE 3
15-011052,5/26/2015 8:30,VANDALISM M.V.,MARIN BLVD & 18TH ST
15-011105,5/26/2015 9:00,"BURGLARY/NON-RES. UNLAWF ENT, UNKNOWN",1780 KENNEDY BLVD
15-011055,5/26/2015 9:19,"BURGLARY/NON-RES. UNLAWF ENT, UNKNOWN",600 PAVONIA AVE
15-011058,5/26/2015 10:00,VANDALISM OTHER,242 Tenth Street
15-011064,5/26/2015 10:00,"BURGLARY/NON-RES. UNLAWF ENT, UNKNOWN",168 Coles St
15-011068,5/26/2015 11:05,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,134 GARFIELD AVE
15-011061,5/26/2015 11:15,VANDALISM M.V.,123 WADE ST
15-011074,5/26/2015 13:00,LARCENY OVER 200 FROM BUILDING,1 HALSTEAD ST
15-011260,5/26/2015 13:00,LARCENY 50 TO 200 OTHER,112 BERGEN AVE 2f
15-011067,5/26/2015 13:12,LARCENY OVER 200 OTHER,881 Tonnelle Avenue
15-011102,5/26/2015 13:30,LARCENY OVER 200 SHOPLIFTING,701 Rte 440 (ST HWY 440)
15-011089,5/26/2015 15:43,VANDALISM RESIDENCE,34 FULTON AVE Floor: 2
15-011122,5/26/2015 17:00,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",295 YORK ST 2F
15-011100,5/26/2015 17:30,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",14 BERGEN AVE Floor: grou
15-011113,5/26/2015 19:16,POSSESSION/USE MARIJUANA/HASHISH,GRAHAM ST & NELSON AVE
15-011111,5/26/2015 19:29,WEAPONS OFFENSE FIREARM,Ocean & Myrtle Ave
15-011121,5/26/2015 20:22,POSSESSION/USE MARIJUANA/HASHISH,VAN NOSTRAND AVE & BERGEN AVE
15-011110,5/26/2015 20:40,POSSESSION/USE OTHER,130 WADE ST
15-011134,5/26/2015 23:50,WEAPONS OFFENSE KNIFE,ST PAULS (ST PAULS AVE) & PALISADE AVE
15-011135,5/27/2015 0:06,WEAPONS OFFENSE ALL OTHER,2873 KENNEDY BLVD Floor: q
15-011144,5/27/2015 7:31,VANDALISM M.V.,22 STEGMAN ST
15-011151,5/27/2015 8:30,"BURGLARY/NON-RES. UNLAWF ENT, UNKNOWN",294 COLUMBIA AVE
15-011153,5/27/2015 8:45,"BURGLARY/NON-RES. UNLAWF ENT, UNKNOWN",303 NEW YORK AVE
15-011155,5/27/2015 9:38,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",2765 KENNEDY BLVD
15-011152,5/27/2015 9:57,"ARSON, M.V.",WES (WEST SIDE AVE) & FOX PL
15-011158,5/27/2015 10:14,SIMPLE ASSAULT,451 BERGEN AVENUE
15-011164,5/27/2015 11:17,SIMPLE ASSAULT,2983 JFK BLVD
15-011175,5/27/2015 12:42,ASSAULT WITH A FIREARM,STEGMAN ST & MARTIN LUTHER KING DR
15-011176,5/27/2015 13:13,LARCENY OVER 200 FROM AUTOS,1 JOURNAL SQUARE PLZ
